"","regions","cluster"
"21247","chr2-84945606-84946819","late"
"21248","chr2-84958963-84959494","late"
"21249","chr2-85003750-85004158","late"
"21250","chr2-85741207-85743048","late"
"21251","chr2-88329889-88330464","late"
"21252","chr2-95024263-95024734","late"
"21253","chr2-95024998-95025217","late"
"21254","chr2-95056705-95057233","late"
"21255","chr2-96408643-96409225","late"
"21256","chr2-96415593-96416244","late"
"21257","chr2-96423536-96424274","late"
"21258","chr2-96427670-96428381","late"
"21259","chr2-96501355-96501926","late"
"21260","chr2-96608351-96609088","late"
"21261","chr2-96618611-96619202","late"
"21262","chr2-98766174-98766991","late"
"21263","chr2-99474951-99475511","late"
"21264","chr2-100104320-100105540","late"
"21265","chr2-100785641-100786773","late"
"21266","chr2-100882735-100883590","late"
"21267","chr2-101064679-101065476","late"
"21268","chr2-101175184-101175427","late"
"21269","chr2-101805778-101807041","late"
"21270","chr2-102057550-102058170","late"
"21271","chr2-102063344-102065040","late"
"21272","chr2-102258492-102258899","late"
"21273","chr2-102346419-102346687","late"
"21274","chr2-102523622-102524176","late"
"21275","chr2-104867119-104867991","late"
"21276","chr2-105238800-105239288","late"
"21277","chr2-105409317-105410244","late"
"21278","chr2-105919154-105920211","late"
"21279","chr2-106107474-106107907","late"
"21280","chr2-106146742-106147591","late"
"21281","chr2-108267135-108267416","late"
"21282","chr2-108324949-108325226","late"
"21283","chr2-108362346-108362777","late"
"21284","chr2-108362875-108363795","late"
"21285","chr2-108587073-108587971","late"
"21286","chr2-108593437-108594492","late"
"21287","chr2-108594807-108595414","late"
"21288","chr2-108971733-108972629","late"
"21289","chr2-108979780-108980425","late"
"21290","chr2-108981110-108981331","late"
"21291","chr2-109242274-109242553","late"
"21292","chr2-109242660-109243249","late"
"21293","chr2-109351072-109351385","late"
"21294","chr2-110104257-110104626","late"
"21295","chr2-111030133-111030744","late"
"21296","chr2-111031530-111032038","late"
"21297","chr2-111071359-111072575","late"
"21298","chr2-111698670-111699401","late"
"21299","chr2-111705212-111707102","late"
"21300","chr2-113156306-113158111","late"
"21301","chr2-113202251-113202774","late"
"21302","chr2-113711617-113712554","late"
"21303","chr2-113762328-113762699","late"
"21304","chr2-113791181-113792528","late"
"21305","chr2-113831153-113831515","late"
"21306","chr2-113977773-113978610","late"
"21307","chr2-114022119-114022742","late"
"21308","chr2-119544016-119545550","late"
"21309","chr2-120107620-120108378","late"
"21310","chr2-120238530-120239169","late"
"21311","chr2-121221030-121221345","late"
"21312","chr2-121699209-121700426","late"
"21313","chr2-121706855-121708396","late"
"21314","chr2-127508332-127509018","late"
"21315","chr2-127637413-127638244","late"
"21316","chr2-132563834-132564588","late"
"21317","chr2-132620982-132621617","late"
"21318","chr2-132669010-132671771","late"
"21319","chr2-132757020-132757483","late"
"21320","chr2-133420930-133422182","late"
"21321","chr2-133435031-133435678","late"
"21322","chr2-134461441-134461840","late"
"21323","chr2-134647626-134648196","late"
"21324","chr2-134667417-134667901","late"
"21325","chr2-134727103-134727769","late"
"21326","chr2-134735915-134736491","late"
"21327","chr2-142874129-142874882","late"
"21328","chr2-144358936-144359343","late"
"21329","chr2-144427021-144427483","late"
"21330","chr2-148259593-148259839","late"
"21331","chr2-148613768-148615130","late"
"21332","chr2-150520827-150521608","late"
"21333","chr2-150528873-150529780","late"
"21334","chr2-150621900-150622170","late"
"21335","chr2-150681223-150681859","late"
"21336","chr2-152200513-152201022","late"
"21337","chr2-152404895-152405590","late"
"21338","chr2-152445548-152446227","late"
"21339","chr2-152791997-152792383","late"
"21340","chr2-156431052-156431302","late"
"21341","chr2-157898410-157898889","late"
"21342","chr2-158600149-158600566","late"
"21343","chr2-159135531-159136327","late"
"21344","chr2-160227821-160228907","late"
"21345","chr2-160294345-160294754","late"
"21346","chr2-160432651-160433042","late"
"21347","chr2-161122884-161123935","late"
"21348","chr2-161138360-161138759","late"
"21349","chr2-168192420-168193681","late"
"21350","chr2-168200814-168201597","late"
"21351","chr2-168210937-168211865","late"
"21352","chr2-168622075-168622923","late"
"21353","chr2-170816513-170818511","late"
"21354","chr2-172098781-172099329","late"
"21355","chr2-173027297-173028051","late"
"21356","chr2-173075419-173076908","late"
"21357","chr2-173159736-173160104","late"
"21358","chr2-173210442-173210900","late"
"21359","chr2-174771397-174772565","late"
"21360","chr2-177276610-177277319","late"
"21361","chr2-177337681-177338449","late"
"21362","chr2-177396578-177396930","late"
"21363","chr2-179235531-179236024","late"
"21364","chr2-179622091-179622870","late"
"21365","chr2-181810735-181811451","late"
"21366","chr2-186693537-186694805","late"
"21367","chr2-187429856-187430290","late"
"21368","chr2-188199614-188200184","late"
"21369","chr2-188303130-188303982","late"
"21370","chr2-188381619-188382494","late"
"21371","chr2-190468886-190469585","late"
"21372","chr2-190469764-190470142","late"
"21373","chr2-190718438-190719345","late"
"21374","chr2-190792969-190793330","late"
"21375","chr2-190866701-190867580","late"
"21376","chr2-191680237-191680467","late"
"21377","chr2-195575702-195576402","late"
"21378","chr2-195612265-195613273","late"
"21379","chr2-196987695-196988287","late"
"21380","chr2-199130520-199131719","late"
"21381","chr2-199136696-199136990","late"
"21382","chr2-199455552-199456310","late"
"21383","chr2-200615184-200615574","late"
"21384","chr2-200765113-200766135","late"
"21385","chr2-201128980-201129494","late"
"21386","chr2-204452289-204452968","late"
"21387","chr2-204544626-204546624","late"
"21388","chr2-205684868-205686144","late"
"21389","chr2-207257622-207258992","late"
"21390","chr2-213188026-213188668","late"
"21391","chr2-214019218-214019600","late"
"21392","chr2-216130314-216130834","late"
"21393","chr2-217694930-217695581","late"
"21394","chr2-217899439-217899834","late"
"21395","chr2-217934257-217935192","late"
"21396","chr2-218343033-218343747","late"
"21397","chr2-218343910-218344517","late"
"21398","chr2-219273923-219274903","late"
"21399","chr2-221337713-221338521","late"
"21400","chr2-222410257-222410962","late"
"21401","chr2-222423622-222425699","late"
"21402","chr2-222730536-222731622","late"
"21403","chr2-222835183-222836292","late"
"21404","chr2-223699433-223699773","late"
"21405","chr2-223725006-223725937","late"
"21406","chr2-223759594-223759945","late"
"21407","chr2-223760130-223761684","late"
"21408","chr2-223796956-223797429","late"
"21409","chr2-223895171-223895925","late"
"21410","chr2-224023032-224023487","late"
"21411","chr2-224078454-224079255","late"
"21412","chr2-227399680-227400134","late"
"21413","chr2-227411258-227411745","late"
"21414","chr2-227454254-227454936","late"
"21415","chr2-227454989-227455532","late"
"21416","chr2-227456156-227456596","late"
"21417","chr2-227456650-227457148","late"
"21418","chr2-227503430-227503762","late"
"21419","chr2-227702988-227703824","late"
"21420","chr2-227848429-227849293","late"
"21421","chr2-229660958-229661392","late"
"21422","chr2-230053822-230054451","late"
"21423","chr2-230409304-230409772","late"
"21424","chr2-230690431-230691410","late"
"21425","chr2-230694234-230694597","late"
"21426","chr2-230793648-230794396","late"
"21427","chr2-230953710-230954185","late"
"21428","chr2-231161821-231162378","late"
"21429","chr2-231189702-231191108","late"
"21430","chr2-231642534-231643538","late"
"21431","chr2-231926079-231927364","late"
"21432","chr2-232239912-232240712","late"
"21433","chr2-232927601-232929180","late"
"21434","chr2-232987735-232988860","late"
"21435","chr2-233386445-233386868","late"
"21436","chr2-234422098-234422679","late"
"21437","chr2-234422859-234423442","late"
"21438","chr2-234951179-234953029","late"
"21439","chr2-235050674-235051732","late"
"21440","chr2-235478370-235478973","late"
"21441","chr2-235553580-235554154","late"
"21442","chr2-236240212-236240613","late"
"21443","chr2-236498179-236498763","late"
"21444","chr2-238143565-238143947","late"
"21445","chr2-238157371-238158227","late"
"21446","chr2-238158643-238159328","late"
"21447","chr2-241546697-241547565","late"
"21448","chr2-241560904-241561263","late"
"21449","chr2-241561753-241562182","late"
"21450","chr3-264231-265121","late"
"21451","chr3-277901-279065","late"
"21452","chr3-1118058-1118388","late"
"21453","chr3-2036075-2036912","late"
"21454","chr3-2409069-2409537","late"
"21455","chr3-5023175-5023764","late"
"21456","chr3-5195398-5195950","late"
"21457","chr3-8481922-8483739","late"
"21458","chr3-8489978-8490811","late"
"21459","chr3-8497640-8497887","late"
"21460","chr3-8509682-8510371","late"
"21461","chr3-8657789-8658880","late"
"21462","chr3-8741508-8741928","late"
"21463","chr3-9316774-9317415","late"
"21464","chr3-10090009-10090692","late"
"21465","chr3-10173494-10174494","late"
"21466","chr3-10189157-10189945","late"
"21467","chr3-10198674-10199547","late"
"21468","chr3-10205118-10206106","late"
"21469","chr3-10220575-10221135","late"
"21470","chr3-11131300-11132434","late"
"21471","chr3-11154057-11154928","late"
"21472","chr3-11290876-11292182","late"
"21473","chr3-11592486-11593186","late"
"21474","chr3-11770085-11771413","late"
"21475","chr3-14280368-14280574","late"
"21476","chr3-14371555-14372343","late"
"21477","chr3-15513959-15514729","late"
"21478","chr3-15893434-15894613","late"
"21479","chr3-15933574-15934174","late"
"21480","chr3-16372243-16373610","late"
"21481","chr3-16511839-16514045","late"
"21482","chr3-17022794-17023415","late"
"21483","chr3-19888841-19889887","late"
"21484","chr3-21619739-21621819","late"
"21485","chr3-23927218-23928202","late"
"21486","chr3-23993421-23994497","late"
"21487","chr3-24042290-24043146","late"
"21488","chr3-24047491-24048452","late"
"21489","chr3-24475917-24476328","late"
"21490","chr3-25820303-25820906","late"
"21491","chr3-27533629-27534643","late"
"21492","chr3-27542248-27542885","late"
"21493","chr3-29186909-29187444","late"
"21494","chr3-33644962-33645624","late"
"21495","chr3-36379915-36381131","late"
"21496","chr3-36434367-36435362","late"
"21497","chr3-37183384-37183789","late"
"21498","chr3-37862829-37863353","late"
"21499","chr3-39096578-39097096","late"
"21500","chr3-40637703-40638398","late"
"21501","chr3-42052395-42053859","late"
"21502","chr3-42061408-42062258","late"
"21503","chr3-42683881-42684446","late"
"21504","chr3-42819398-42820228","late"
"21505","chr3-45123835-45124112","late"
"21506","chr3-45125552-45126087","late"
"21507","chr3-45133679-45134203","late"
"21508","chr3-45182866-45183677","late"
"21509","chr3-45647068-45647493","late"
"21510","chr3-45795938-45796754","late"
"21511","chr3-45826316-45826620","late"
"21512","chr3-46386067-46386599","late"
"21513","chr3-46934540-46934743","late"
"21514","chr3-46959855-46960826","late"
"21515","chr3-48034067-48034356","late"
"21516","chr3-48367202-48367737","late"
"21517","chr3-49461191-49462505","late"
"21518","chr3-49500427-49501327","late"
"21519","chr3-49523785-49524594","late"
"21520","chr3-52831531-52831915","late"
"21521","chr3-54215478-54215811","late"
"21522","chr3-55416139-55416723","late"
"21523","chr3-55481094-55481541","late"
"21524","chr3-55484928-55485471","late"
"21525","chr3-55486111-55488729","late"
"21526","chr3-55555510-55556503","late"
"21527","chr3-56132041-56132611","late"
"21528","chr3-56980680-56981372","late"
"21529","chr3-57016760-57017857","late"
"21530","chr3-57750065-57750518","late"
"21531","chr3-57958534-57960270","late"
"21532","chr3-57969451-57970230","late"
"21533","chr3-58111526-58112413","late"
"21534","chr3-58606287-58607053","late"
"21535","chr3-58668085-58668687","late"
"21536","chr3-59006742-59007820","late"
"21537","chr3-61686121-61686660","late"
"21538","chr3-64265727-64266539","late"
"21539","chr3-64321601-64322097","late"
"21540","chr3-65356286-65357277","late"
"21541","chr3-66021601-66022176","late"
"21542","chr3-66153279-66154732","late"
"21543","chr3-66472083-66472935","late"
"21544","chr3-69811515-69812290","late"
"21545","chr3-69822174-69823094","late"
"21546","chr3-71495690-71497106","late"
"21547","chr3-71528434-71529017","late"
"21548","chr3-72972715-72973551","late"
"21549","chr3-81744278-81744788","late"
"21550","chr3-93843939-93844626","late"
"21551","chr3-97579112-97579766","late"
"21552","chr3-98962461-98962835","late"
"21553","chr3-98977508-98977929","late"
"21554","chr3-99633449-99634555","late"
"21555","chr3-99859697-99860098","late"
"21556","chr3-99974985-99975356","late"
"21557","chr3-100002628-100003411","late"
"21558","chr3-100454664-100455034","late"
"21559","chr3-100993289-100993616","late"
"21560","chr3-101065929-101066250","late"
"21561","chr3-101890735-101891073","late"
"21562","chr3-101901948-101902397","late"
"21563","chr3-101903387-101904002","late"
"21564","chr3-101928854-101929217","late"
"21565","chr3-102224990-102225703","late"
"21566","chr3-108305474-108305830","late"
"21567","chr3-111739241-111739803","late"
"21568","chr3-112097254-112097961","late"
"21569","chr3-112101523-112102599","late"
"21570","chr3-112399145-112399421","late"
"21571","chr3-112405930-112406316","late"
"21572","chr3-112634823-112636164","late"
"21573","chr3-112699595-112699997","late"
"21574","chr3-113227166-113227438","late"
"21575","chr3-113275682-113276719","late"
"21576","chr3-113436792-113437111","late"
"21577","chr3-114213323-114214583","late"
"21578","chr3-114400419-114401184","late"
"21579","chr3-114442288-114442628","late"
"21580","chr3-114569204-114569546","late"
"21581","chr3-114706532-114706929","late"
"21582","chr3-114803110-114803486","late"
"21583","chr3-115239573-115240129","late"
"21584","chr3-115999385-116000061","late"
"21585","chr3-119175954-119176412","late"
"21586","chr3-119637679-119639289","late"
"21587","chr3-120153002-120153704","late"
"21588","chr3-120170206-120170577","late"
"21589","chr3-122020991-122022460","late"
"21590","chr3-122572868-122573461","late"
"21591","chr3-122609734-122610367","late"
"21592","chr3-122690766-122691524","late"
"21593","chr3-123409282-123410466","late"
"21594","chr3-123421797-123422240","late"
"21595","chr3-123466562-123467398","late"
"21596","chr3-123667712-123668160","late"
"21597","chr3-123688378-123688630","late"
"21598","chr3-124260525-124260852","late"
"21599","chr3-125107402-125108624","late"
"21600","chr3-125317875-125319109","late"
"21601","chr3-125632620-125633505","late"
"21602","chr3-126208405-126208972","late"
"21603","chr3-126933939-126934622","late"
"21604","chr3-129534221-129534897","late"
"21605","chr3-132034176-132035292","late"
"21606","chr3-133991119-133991865","late"
"21607","chr3-134028794-134030781","late"
"21608","chr3-134314880-134315775","late"
"21609","chr3-134331009-134331733","late"
"21610","chr3-134334613-134335239","late"
"21611","chr3-136247946-136248208","late"
"21612","chr3-136343472-136344223","late"
"21613","chr3-138359205-138359464","late"
"21614","chr3-138774393-138774887","late"
"21615","chr3-138921496-138922492","late"
"21616","chr3-139302052-139302672","late"
"21617","chr3-139307969-139308937","late"
"21618","chr3-139758637-139759360","late"
"21619","chr3-140176365-140176811","late"
"21620","chr3-140186321-140187238","late"
"21621","chr3-140466609-140467483","late"
"21622","chr3-140500923-140501995","late"
"21623","chr3-140528846-140529665","late"
"21624","chr3-141366225-141366814","late"
"21625","chr3-142645226-142645752","late"
"21626","chr3-142647812-142648218","late"
"21627","chr3-142888161-142889387","late"
"21628","chr3-143307403-143308111","late"
"21629","chr3-146117420-146117826","late"
"21630","chr3-146184584-146184961","late"
"21631","chr3-146387427-146387887","late"
"21632","chr3-146468860-146470123","late"
